global_sample_id,tool_state,label,source_file,group,local_stroke_id,raw_start,raw_end,raw_length,valid,quality_reason,Modul7_Oberwerkzeug_raw_max,Modul7_Oberwerkzeug_raw_min,Modul7_Oberwerkzeug_raw_mean,Modul7_Oberwerkzeug_raw_std,Modul7_Oberwerkzeug_raw_range,Modul7_Oberwerkzeug_raw_area,Modul7_Unterwerkzeug_raw_max,Modul7_Unterwerkzeug_raw_min,Modul7_Unterwerkzeug_raw_mean,Modul7_Unterwerkzeug_raw_std,Modul7_Unterwerkzeug_raw_range,Modul7_Unterwerkzeug_raw_area,Modul10_Unterwerkzeug_raw_max,Modul10_Unterwerkzeug_raw_min,Modul10_Unterwerkzeug_raw_mean,Modul10_Unterwerkzeug_raw_std,Modul10_Unterwerkzeug_raw_range,Modul10_Unterwerkzeug_raw_area
wear_000057,wear,1,24-11-06__17-48-43_SI_abrasiv_verschlissen_500.tdms,File_SI_abrasiv_verschlissen_500,57,324599,330065,5466,True,valid,1.8062744140625,-0.3647918701171875,0.1452932040245595,0.4218922005237213,2.1710662841796875,794.1820983886719,0.405059814453125,-0.0908355712890625,0.18568149347511176,0.09650809061441079,0.4958953857421875,1014.8009414672852,0.3941802978515625,-0.1413421630859375,0.16267498866394245,0.10103946519217091,0.5355224609375,889.0803146362305
wear_000058,wear,1,24-11-06__17-48-43_SI_abrasiv_verschlissen_500.tdms,File_SI_abrasiv_verschlissen_500,58,330065,335530,5465,True,valid,1.8078765869140625,-0.3484954833984375,0.14529090036739478,0.4209126448263144,2.1563720703125,794.0238952636719,0.4779052734375,-0.3582763671875,-0.14371870901207257,0.1038328424866606,0.836181640625,-785.6019058227539,0.474700927734375,-0.4273223876953125,-0.19371208895921488,0.1101719006248805,0.9020233154296875,-1058.7882232666016
wear_000059,wear,1,24-11-06__17-48-43_SI_abrasiv_verschlissen_500.tdms,File_SI_abrasiv_verschlissen_500,59,335530,341496,5966,True,valid,1.8062744140625,-0.3037567138671875,0.13452273249586197,0.40386558392848826,2.1100311279296875,802.571907043457,0.5197601318359375,-0.3212127685546875,0.28126598515448215,0.15654636680398273,0.840972900390625,1677.8198471069336,0.518463134765625,-0.4273223876953125,0.25814159980285417,0.17529145090314108,0.9457855224609375,1539.8939743041992
wear_000060,wear,1,24-11-06__17-48-43_SI_abrasiv_verschlissen_500.tdms,File_SI_abrasiv_verschlissen_500,60,341496,347462,5966,True,valid,1.8104248046875,-0.4242401123046875,0.1501339392257624,0.42326713651743386,2.2346649169921875,895.7091674804688,0.1085357666015625,-0.3595428466796875,-0.13296015679017034,0.09673945126130955,0.46807861328125,-793.2261428833008,0.0478057861328125,-0.4592742919921875,-0.22148529523337324,0.10258051542568253,0.507080078125,-1321.2797012329102
wear_000061,wear,1,24-11-06__17-48-43_SI_abrasiv_verschlissen_500.tdms,File_SI_abrasiv_verschlissen_500,61,347462,353422,5960,True,valid,0.1519317626953125,-0.162200927734375,0.004675938139025797,0.055067855359595595,0.3141326904296875,27.878196716308594,0.187469482421875,-0.284149169921875,-0.08993924544161598,0.0963130061170014,0.47161865234375,-536.1154556274414,0.1232147216796875,-0.4097442626953125,-0.200228879275738,0.10337024702091326,0.532958984375,-1193.3529815673828
wear_000062,wear,1,24-11-06__17-48-43_SI_abrasiv_verschlissen_500.tdms,File_SI_abrasiv_verschlissen_500,62,353422,359396,5974,True,valid,1.8139495849609375,-0.3395538330078125,0.13002340331459109,0.4045259786449663,2.15350341796875,776.7702178955078,0.24945068359375,-0.353485107421875,0.006353372548949092,0.10864403102472216,0.602935791015625,37.875587463378906,0.205657958984375,-0.4803619384765625,-0.07272705905685706,0.11864125497024265,0.6860198974609375,-434.4654235839844
wear_000063,wear,1,24-11-06__17-48-43_SI_abrasiv_verschlissen_500.tdms,File_SI_abrasiv_verschlissen_500,63,359396,365354,5958,True,valid,1.80914306640625,-0.352020263671875,0.13446962549287067,0.41006657589421086,2.161163330078125,801.1799545288086,0.0778656005859375,-0.3662567138671875,-0.15537825395853658,0.09424976794112552,0.444122314453125,-925.7149429321289,-0.0081024169921875,-0.5040130615234375,-0.2686531064333472,0.09979400062471967,0.49591064453125,-1600.5103149414062
wear_000064,wear,1,24-11-06__17-48-43_SI_abrasiv_verschlissen_500.tdms,File_SI_abrasiv_verschlissen_500,64,365354,371324,5970,True,valid,1.8126678466796875,-0.3993072509765625,0.1375814492179321,0.4110018259581457,2.21197509765625,821.3710174560547,0.15838623046875,-0.3403778076171875,-0.06351427241186401,0.09795245927261644,0.4987640380859375,-379.1189270019531,0.101806640625,-0.437225341796875,-0.1520907684786236,0.10233542164000026,0.539031982421875,-907.838623046875
wear_000065,wear,1,24-11-06__17-48-43_SI_abrasiv_verschlissen_500.tdms,File_SI_abrasiv_verschlissen_500,65,371324,377287,5963,True,valid,1.815216064453125,-0.3759765625,0.1378034776876022,0.4099558855443592,2.191192626953125,821.7319030761719,0.1465606689453125,-0.3656158447265625,-0.129271992656702,0.09571033208175082,0.512176513671875,-770.7623672485352,0.0979766845703125,-0.46502685546875,-0.2101919867339479,0.10218793106285916,0.5630035400390625,-1253.2246780395508
wear_000066,wear,1,24-11-06__17-48-43_SI_abrasiv_verschlissen_500.tdms,File_SI_abrasiv_verschlissen_500,66,377287,382753,5466,True,valid,1.81427001953125,-0.333160400390625,0.14069664596071882,0.4162580386717237,2.147430419921875,769.0579528808594,0.1804351806640625,-0.3764801025390625,-0.015034217429693218,0.10386686950503939,0.556915283203125,-81.9884262084961,0.1395111083984375,-0.478759765625,-0.07355254724965268,0.11133177068602572,0.6182708740234375,-401.77769470214844
