modality,method,roc_auc,pr_auc,new_mean_score,wear_mean_score,wear_minus_new_mean
Punch,pca_score,1.0,1.0,0.04926154389977455,50.87401580810547,50.82475280761719
Punch,isolation_forest_score,0.9985115674630158,0.9972233221068789,0.38283478215337463,0.6931476235297698,0.31031284137639514
Punch,knn_score,1.0,1.0,9.937361026396461,198.619941214628,188.68258018823153
Sheet,pca_score,1.0,1.0,0.049844127148389816,2.6766483783721924,2.6268043518066406
Sheet,isolation_forest_score,0.9999640102827764,0.9999720233454182,0.43154913048008237,0.5791173181605673,0.14756818768048496
Sheet,knn_score,1.0,1.0,18.00779746724358,69.35739349060057,51.349596023356995
