x_mean,x_std,x_sum,x_median,y_mean,y_std,y_sum,y_median,z_mean,z_std,z_sum,z_median,Label
-128.22544080604533,8081.851808311528,-101811.0,270.0,-999.5214105793451,3611.4902783250495,-793620.0,-1203.0,4.61712846347607,6105.269394988308,3666.0,-1468.0,1
62.955919395466,7045.417286492228,49987.0,1218.5,-999.3778337531486,3354.4762679657406,-793506.0,-1490.0,-8.7367758186398,5303.304352402094,-6937.0,-1192.5,1
93.49748110831234,6199.7779123156115,74237.0,1071.0,-992.352644836272,3427.35167508979,-787928.0,-1450.0,19.6183879093199,4692.085090990895,15577.0,-1150.0,1
-57.76196473551637,5812.5728732918515,-45863.0,796.0,-993.7821158690176,3690.4551873267806,-789063.0,-1464.0,4.3085642317380355,4371.616621831631,3421.0,-938.5,1
-82.40050377833754,6064.893004074339,-65426.0,676.0,-1012.1876574307305,3968.5033035660854,-803677.0,-993.0,22.48110831234257,4601.210851958686,17850.0,-744.5,1
-118.28463476070529,6494.377459559071,-93918.0,634.0,-1116.7254408060453,4187.006964014244,-886680.0,-906.0,31.83375314861461,5109.5243118746985,25276.0,-566.5,1
-144.64609571788412,6445.541204926446,-114849.0,1093.5,-1101.2808564231739,3713.4371060299545,-874417.0,-998.0,20.692695214105793,5127.397081713658,16430.0,-235.0,1
-126.96725440806046,6317.566196694732,-100812.0,1138.5,-1079.6360201511336,3537.3911215466055,-857231.0,-1130.5,29.56675062972292,5006.241879803138,23476.0,-236.0,1
-128.13853904282115,6190.980944298058,-101742.0,878.0,-1058.7732997481107,3395.100267662638,-840666.0,-970.0,8.700251889168765,4882.822618853549,6908.0,261.0,1
-140.43073047858942,6398.852301992244,-111502.0,271.5,-993.103274559194,3111.732510606925,-788524.0,-973.5,24.79345088161209,4929.390479002873,19686.0,755.0,1
-271.5528967254408,6288.761003066719,-215613.0,145.0,-931.7002518891687,2561.3089169003274,-739770.0,-588.0,14.494962216624685,4940.619461045839,11509.0,1309.0,1
-129.64231738035264,6021.378847384568,-102936.0,-336.0,-998.9974811083123,2243.0671005674626,-793204.0,-789.0,19.790931989924434,4723.369514217256,15714.0,1706.5,1
-93.61586901763224,5164.045781857952,-74331.0,105.0,-1016.1347607052896,1997.0310259895687,-806811.0,-1117.0,-10.425692695214106,4182.303953660214,-8278.0,1041.0,1
-47.46221662468514,3367.580408471928,-37685.0,593.0,-999.5428211586902,1969.6149555676009,-793637.0,-1000.0,6.23551637279597,3150.1222608748963,4951.0,140.0,1
-21.56675062972292,1689.961445855184,-17124.0,-46.0,-1001.8463476070528,1758.882314937173,-795466.0,-1093.0,-3.2632241813602016,2145.733575030706,-2591.0,83.5,1
-9.625944584382871,1203.2123260340331,-7643.0,-58.0,-991.0314861460957,1405.9166312548189,-786879.0,-948.0,9.321158690176322,1340.7690294363738,7401.0,-8.0,1
2.2443324937027707,796.3946775757554,1782.0,-43.0,-991.3463476070528,679.519090158285,-787129.0,-981.0,3.2808564231738035,678.1904752855144,2605.0,-16.0,1
3.9710327455919394,703.4311569744852,3153.0,-91.0,-989.8551637279597,519.2865295798291,-785945.0,-1065.0,3.239294710327456,668.8400703946004,2572.0,6.0,1
-149.97732997481108,6409.3665689656455,-119082.0,-79.5,-975.3148614609572,3729.3437598724613,-774400.0,-1027.0,31.04030226700252,4234.776462596261,24646.0,-124.0,1
-511.53778337531486,9780.391566143719,-406161.0,-1168.0,-1230.0818639798488,5489.726983897166,-976685.0,-1159.0,-21.75314861460957,6624.965541285827,-17272.0,86.5,1
-351.2292191435768,9967.700566224355,-278876.0,-275.0,-868.992443324937,5364.294355208793,-689980.0,-614.0,-23.43198992443325,5944.714946423745,-18605.0,317.5,1
-208.39168765743074,10273.606233847624,-165463.0,618.0,-697.3841309823678,5204.815301732145,-553723.0,-61.0,25.571788413098236,5873.49887735626,20304.0,61.5,1
-314.71284634760707,10684.321396705882,-249882.0,746.0,-578.2921914357682,5103.00928330901,-459164.0,-331.5,5.31360201511335,6005.333650040947,4219.0,-69.5,1
-199.83375314861462,10707.512746229284,-158668.0,1289.5,-525.1876574307305,5163.445117287698,-416999.0,-221.0,-6.216624685138539,5996.1024493859,-4936.0,-822.5,1
-84.75314861460957,10630.859163746658,-67294.0,1143.5,-557.8362720403022,5170.063224581806,-442922.0,-174.0,0.07808564231738035,5860.375966656561,62.0,-1261.5,1
46.2367758186398,10373.024025052699,36712.0,1958.0,-462.03778337531486,5135.120950265373,-366858.0,-51.0,31.44080604534005,5628.236193993812,24964.0,-1068.5,1
76.90806045340051,10313.686977615844,61065.0,1634.0,-523.2959697732997,5173.3048029690435,-415497.0,-50.0,26.227959697733,5585.331936151857,20825.0,-1277.0,1
