x_mean,x_std,x_sum,x_median,y_mean,y_std,y_sum,y_median,z_mean,z_std,z_sum,z_median,Label
-172.1007556675063,7811.219280502582,-136648.0,27.5,-1083.9269521410579,4185.333620568896,-860638.0,-1045.0,-58.12594458438287,8912.205041565603,-46152.0,-390.5,1
3.1221662468513856,9135.572929930035,2479.0,1617.0,-999.9886649874055,3453.624788201109,-793991.0,-546.0,-165.35768261964736,10012.870138557895,-131294.0,-1789.5,1
2.638539042821159,8765.12271093688,2095.0,2305.0,-983.2556675062972,3353.69070512604,-780705.0,-524.5,-118.89042821158691,9439.57868536566,-94399.0,-2235.5,1
-36.02770780856423,7490.876629451831,-28606.0,2097.0,-920.7594458438288,3678.9081140735098,-731083.0,-758.5,-23.358942065491185,8041.0112407519055,-18547.0,-2369.5,1
-12.602015113350125,6357.217782149725,-10006.0,2064.5,-928.0755667506297,4225.617521966411,-736892.0,-874.0,-3.667506297229219,6868.742202941429,-2912.0,-2857.0,1
-36.6007556675063,6170.523452694401,-29061.0,2412.5,-1022.5491183879093,4207.377435645966,-811904.0,-1315.5,26.045340050377835,6529.04838568822,20680.0,-3172.5,1
-109.34634760705289,6382.0042572979755,-86821.0,2370.0,-1002.095717884131,4515.636270116508,-795664.0,-1494.5,-11.670025188916876,6713.383800844088,-9266.0,-3183.0,1
63.0919395465995,6462.378516354182,50095.0,2604.5,-983.4093198992443,4616.867615333697,-780827.0,-1191.5,8.07934508816121,6965.748979644362,6415.0,-3369.5,1
-27.210327455919394,6563.786831246659,-21605.0,2675.0,-1001.9697732997481,4423.414640986818,-795564.0,-1272.0,15.149874055415617,7114.905238036258,12029.0,-2677.5,1
-24.681360201511335,6427.422689871899,-19597.0,2622.0,-981.9622166246851,4463.619604745906,-779678.0,-1366.0,3.717884130982368,6963.495705995841,2952.0,-2525.5,1
10.178841309823678,6219.892644184139,8082.0,2384.5,-1011.3501259445844,4599.193937911106,-803012.0,-1464.5,-13.522670025188917,6666.473673802029,-10737.0,-2449.5,1
15.23425692695214,6249.506584147799,12096.0,2155.5,-1126.9974811083123,4251.196125426473,-894836.0,-1420.0,-7.923173803526448,6865.462494908534,-6291.0,-2076.5,1
83.49496221662469,6132.544104697934,66295.0,2259.0,-970.0743073047859,3389.0721973587847,-770239.0,-1411.0,16.324937027707808,7150.909372427304,12962.0,-1448.0,1
-8.876574307304786,6365.536663451926,-7048.0,1049.5,-954.0365239294711,2886.440723952041,-757505.0,-1307.0,-26.904282115869016,7435.970664173115,-21362.0,-1855.0,1
-13.984886649874056,6917.077118521928,-11104.0,623.0,-1015.3098236775819,2465.546571006106,-806156.0,-1181.5,-19.30352644836272,7802.136219569222,-15327.0,-1977.0,1
-111.09949622166246,6498.258068379034,-88213.0,589.0,-1017.5654911838791,2158.890491717054,-807947.0,-825.0,-29.5,7090.8272781566675,-23423.0,-1450.0,1
-63.80100755667506,5194.75982044696,-50658.0,767.0,-993.2997481108313,1663.8675447224666,-788680.0,-925.0,13.351385390428211,5372.929561406225,10601.0,-1710.5,1
-57.81234256926952,3354.7092737709245,-45903.0,-386.0,-994.022670025189,1618.1051891074069,-789254.0,-658.0,-0.6083123425692695,3055.7015365436514,-483.0,-674.0,1
-77.80982367758186,3260.462159096405,-61781.0,-361.0,-1010.9508816120907,2192.49876077398,-802695.0,-844.0,9.220403022670025,2979.3163561629735,7321.0,-100.5,1
-180.79471032745593,5428.638583200078,-143551.0,-2056.0,-1002.4685138539043,3574.5051431706456,-795960.0,-886.0,-20.55037783375315,5238.712823395522,-16317.0,1587.5,1
-125.86146095717883,6588.665008455453,-99934.0,-1973.0,-1037.9521410579346,4171.165241646088,-824134.0,-1097.5,-51.329974811083126,6383.719309807909,-40756.0,2745.0,1
-182.66876574307304,6532.748812638964,-145039.0,-1592.0,-849.3073047858942,4697.1831014230875,-674350.0,-1167.0,-61.750629722921914,6646.702503100479,-49030.0,1968.0,1
-105.52267002518892,6383.65179104179,-83785.0,-1267.0,-850.1649874055415,4586.133588111377,-675031.0,-1436.0,-33.61712846347607,6652.630173774331,-26692.0,821.0,1
-77.22921914357683,5841.572543712687,-61320.0,-567.5,-1002.5201511335013,3590.305709088464,-796001.0,-1170.0,-25.046599496221663,6036.484815454093,-19887.0,950.0,1
-90.69017632241814,5391.716382169464,-72008.0,-239.5,-1013.9269521410579,3278.883777204933,-805058.0,-1305.5,-9.066750629722922,5639.048608131552,-7199.0,1293.0,1
-119.15617128463477,5109.975013775092,-94610.0,-450.5,-1030.294710327456,3910.7310625932373,-818054.0,-1220.5,-36.258186397984886,5198.117816080252,-28789.0,1342.5,1
-154.1448362720403,5325.422562888446,-122391.0,-705.0,-954.4748110831234,4343.494532817517,-757853.0,-1133.5,-18.65869017632242,5315.631639868924,-14815.0,1584.5,1
-251.8198992443325,5620.0318306132995,-199945.0,-1346.5,-986.3904282115869,4325.85224500423,-783194.0,-989.0,-62.90931989924433,5806.2035009040555,-49950.0,2008.0,1
-247.84886649874056,5939.33640234385,-196792.0,-1447.0,-987.3136020151134,4290.997724188988,-783927.0,-1023.0,-47.93073047858942,6129.390086605953,-38057.0,2417.0,1
-421.13224181360204,5969.555602783349,-334379.0,-1788.5,-1008.3702770780857,4280.2576048772025,-800646.0,-1078.0,-48.62594458438287,6417.022927010821,-38609.0,2745.0,1
-549.3350125944585,6070.144256933534,-436172.0,-2447.5,-1044.5629722921915,4181.609135863149,-829383.0,-1017.5,-28.792191435768263,6593.7478284056915,-22861.0,3029.0,1
-640.1775818639799,6282.3484901972515,-508301.0,-3166.5,-1039.2103274559195,3384.468989416502,-825133.0,-591.0,-6.3841309823677586,7023.437758091883,-5069.0,2657.0,1
-651.1863979848866,6593.437586806567,-517042.0,-2893.0,-1019.8375314861461,2709.6656732117426,-809751.0,-826.0,-12.066750629722922,7604.499714048333,-9581.0,2858.5,1
-356.1309823677582,6759.234921707639,-282768.0,-2285.0,-1002.9445843828715,2354.48801607874,-796338.0,-1019.0,-40.977329974811084,7701.91330379718,-32536.0,2231.0,1
-132.9609571788413,5263.789475904715,-105571.0,-2646.0,-1009.7342569269522,1567.7995000295243,-801729.0,-1231.0,-46.92695214105793,5625.021293249676,-37260.0,1922.0,1
-49.114609571788414,3558.984464616664,-38997.0,-1133.0,-988.1738035264484,1083.3714540540375,-784610.0,-924.0,0.0491183879093199,3543.9145263882997,39.0,1109.5,1
-16.15617128463476,1814.8970138936402,-12828.0,-400.0,-994.0982367758187,925.8156625543419,-789314.0,-978.0,10.345088161209068,1737.8166518849246,8214.0,99.0,1
-4.48992443324937,1369.4545284334579,-3565.0,-172.0,-998.1234256926953,887.907341757226,-792510.0,-1108.0,12.219143576826196,1313.5043027827408,9702.0,-63.0,1
-4.709068010075566,1029.6130027483075,-3739.0,28.0,-992.448362720403,757.4108185283583,-788004.0,-1074.0,2.2468513853904284,916.770873403887,1784.0,-7.0,1
-98.01637279596977,3993.071347075298,-77825.0,-240.5,-917.860201511335,3420.5954986743955,-728781.0,-989.0,-21.81486146095718,4400.384409693108,-17321.0,86.0,1
-410.7997481108312,6800.1232296489325,-326175.0,-2108.0,-452.0692695214106,5997.31770048011,-358943.0,-591.0,106.06801007556675,7370.776035113781,84218.0,2062.0,1
-426.10327455919395,7258.555691789445,-338326.0,-2205.0,-267.8904282115869,5574.297551012349,-212705.0,-563.5,71.09949622166246,7165.6007149067855,56453.0,2011.0,1
-540.9496221662469,7285.33530331281,-429514.0,-2273.0,-529.0994962216624,5328.485614334408,-420105.0,-617.0,25.861460957178842,7194.698666822796,20534.0,2397.0,1
-691.3992443324937,7089.861844320416,-548971.0,-2323.0,-659.7758186397984,5324.430881509725,-523862.0,-641.5,77.52015113350126,7393.0184864305,61551.0,2697.0,1
-674.6901763224181,7265.702321294812,-535704.0,-2174.0,-755.727959697733,5310.081098028633,-600048.0,-612.0,57.068010075566754,7407.194569475845,45312.0,2803.0,1
-729.5856423173803,7103.668802089594,-579291.0,-2365.0,-840.5881612090681,5223.65526024086,-667427.0,-505.0,62.4168765743073,7450.5038985130195,49559.0,3150.0,1
-620.6196473551637,7168.53789626279,-492772.0,-2335.0,-901.2317380352645,5078.075459508185,-715578.0,-925.5,89.86775818639798,7436.584427235261,71355.0,3267.0,1
-529.5629722921915,7228.839274753322,-420473.0,-2141.0,-910.4911838790932,5009.982285138352,-722930.0,-1076.0,53.085642317380355,7417.561957606152,42150.0,3305.0,1
-486.0478589420655,7109.108986207927,-385922.0,-1989.5,-930.9130982367758,4998.0788350744215,-739145.0,-1000.0,68.13602015113351,7414.978184190257,54100.0,3453.5,1
-497.46725440806046,6833.5571871887,-394989.0,-2001.0,-905.3060453400503,4966.424224184457,-718813.0,-1161.0,26.06045340050378,7188.332851344099,20692.0,3372.0,1
-399.9055415617128,7914.969579061717,-317525.0,-1082.0,-1073.9093198992443,4597.746647971093,-852684.0,-966.0,17.02896725440806,8344.190585220891,13521.0,1081.0,1
6.107052896725441,9097.174567668175,4849.0,2358.5,-960.2934508816121,3568.3514903836203,-762473.0,-366.5,-75.7808564231738,9205.629152625768,-60170.0,-1767.0,1
65.04659949622166,8485.407808334257,51647.0,2113.5,-981.367758186398,3215.4144458813716,-779206.0,-683.0,-56.259445843828715,8745.62098563654,-44670.0,-2088.0,1
73.85264483627203,7573.230684187136,58639.0,1547.0,-950.0617128463476,3325.342477877714,-754349.0,-789.0,-8.819899244332493,7724.969204282907,-7003.0,-2224.5,1
-0.3790931989924433,6609.2061312889555,-301.0,1236.0,-979.7695214105794,3595.9247960003013,-777937.0,-837.0,15.726700251889168,6530.16492762316,12487.0,-2027.0,1
-195.05541561712846,6363.09221104067,-154874.0,1250.0,-995.992443324937,3835.888791680101,-790818.0,-1005.5,-17.012594458438286,5952.3177581014525,-13508.0,-2243.0,1
-140.7581863979849,6206.296719295184,-111762.0,1167.0,-1024.360201511335,3921.144418057889,-813342.0,-901.0,-11.816120906801007,6071.485898055106,-9382.0,-2276.5,1
-113.54156171284635,6419.414227589826,-90152.0,1511.5,-1037.8476070528968,4334.250596730545,-824051.0,-924.0,20.93073047858942,6280.782765730946,16619.0,-2210.0,1
-146.4962216624685,6408.598084443291,-116318.0,1793.5,-1047.7758186397984,4357.929218911636,-831934.0,-1118.0,4.4811083123425695,6507.634642353271,3558.0,-2387.0,1
-102.56801007556675,6372.00998899943,-81439.0,2004.0,-1027.1561712846349,4417.740954181579,-815562.0,-1179.0,12.98992443324937,6461.560647975422,10314.0,-2574.5,1
-102.62594458438288,6376.165397412822,-81485.0,2083.5,-1048.1939546599497,4478.864052206487,-832266.0,-1366.0,4.227959697732998,6540.263270626327,3357.0,-2527.0,1
-1.2405541561712847,6284.952104204853,-985.0,2057.0,-1109.125944584383,4121.9974790639135,-880646.0,-1457.0,19.309823677581864,6621.300974120626,15332.0,-1602.0,1
-42.90680100755667,6268.3968414818155,-34068.0,2121.5,-990.8022670025189,3306.7822661627147,-786697.0,-1422.5,3.7103274559193955,6898.3606725763075,2946.0,-1126.5,1
-62.85390428211587,6469.464410147494,-49906.0,1408.5,-968.8702770780857,2869.960927810835,-769283.0,-1349.5,24.133501259445843,7294.514105312039,19162.0,-1193.0,1
12.001259445843829,7161.929539067731,9529.0,1059.5,-1033.7846347607053,2634.276988314509,-820825.0,-1218.5,-56.37531486146096,7968.323789089092,-44762.0,-1819.0,1
-93.08060453400503,6714.0441256076765,-73906.0,1111.5,-1008.9445843828715,2198.179217175395,-801102.0,-782.0,-0.5440806045340051,7412.011894488011,-432.0,-1334.0,1
-86.35390428211586,5109.994130580641,-68565.0,1256.5,-999.7531486146096,1621.9855927452938,-793804.0,-875.0,-13.56801007556675,5457.676264016482,-10773.0,-1389.5,1
-26.003778337531486,3329.9466371915155,-20647.0,-2.0,-1002.6536523929472,1598.1310734139922,-796107.0,-680.0,6.023929471032746,3282.4123761332708,4783.0,-791.0,1
-49.931989924433246,2947.758873483562,-39646.0,-210.5,-999.6712846347607,1888.109651743089,-793739.0,-820.0,6.666246851385391,2828.296343651065,5293.0,41.0,1
-167.74559193954659,5150.941563875825,-133190.0,-1583.0,-1017.544080604534,3953.7665938487726,-807930.0,-941.5,-16.889168765743072,5417.348496889892,-13410.0,865.0,1
-206.04156171284635,6750.129628163404,-163597.0,-1638.0,-1019.4030226700252,4029.0345153826493,-809406.0,-1093.5,-57.2632241813602,6543.700807242902,-45467.0,1855.0,1
-201.71788413098236,7052.126390422207,-160164.0,-1527.0,-904.3299748110832,4728.3648311789175,-718038.0,-1363.0,-63.170025188916874,7084.992260881791,-50157.0,2082.0,1
-96.04534005037783,6614.9033763842735,-76260.0,-1118.0,-876.4294710327456,4574.654533025706,-695885.0,-1480.0,-40.48362720403023,6668.938007029149,-32144.0,1462.5,1
-90.19395465994963,5812.704059592424,-71614.0,-877.0,-973.1612090680101,3718.7967476248714,-772690.0,-1124.0,-42.47984886649874,5753.999454316482,-33729.0,1595.0,1
-63.35642317380353,5522.401128095159,-50305.0,-670.0,-1015.6977329974811,3544.8999718128566,-806464.0,-957.0,-7.120906801007557,5544.181836398212,-5654.0,2049.0,1
-58.33375314861461,5088.826639873654,-46317.0,-557.5,-1033.515113350126,3744.6098934160896,-820611.0,-1236.0,-25.77455919395466,5091.266813501568,-20465.0,1802.0,1
-92.2455919395466,5436.48943491352,-73243.0,-416.0,-1018.8803526448363,4354.922155518089,-808991.0,-1150.0,-36.11712846347607,5441.717676316482,-28677.0,1968.0,1
-264.3513853904282,5803.711681538425,-209895.0,-1257.0,-933.5239294710327,4467.8941150739465,-741218.0,-989.0,-66.89924433249371,6238.283123609787,-53118.0,2619.0,1
-362.65113350125944,5529.070527750329,-287945.0,-1260.5,-929.3022670025189,4331.573289462766,-737866.0,-1081.0,-26.788413098236777,6158.207878348628,-21270.0,2568.0,1
-449.70780856423175,5487.037054006914,-357068.0,-1366.0,-988.8211586901763,4350.137221909012,-785124.0,-1013.5,-69.8853904282116,5964.54696646957,-55489.0,2471.5,1
-603.971032745592,5490.309304371824,-479553.0,-1743.0,-973.0327455919396,4173.820316779029,-772588.0,-802.0,-22.463476070528966,6026.8036329019105,-17836.0,2776.0,1
-806.3828715365239,5901.641271020475,-640268.0,-2998.0,-1055.4055415617129,3604.045051142233,-837992.0,-694.0,-25.535264483627206,6895.3678085380025,-20275.0,2630.0,1
-759.3866498740554,6018.1565990187855,-602953.0,-3201.0,-1035.9168765743073,3143.8433837150583,-822518.0,-839.0,-45.79345088161209,7197.939189637018,-36360.0,1744.5,1
-421.3375314861461,5962.429947988302,-334542.0,-2895.0,-1014.1284634760706,2645.7646529615854,-805218.0,-932.0,-38.31738035264484,6836.405967122944,-30424.0,1756.5,1
-245.04282115869017,5180.945156964654,-194564.0,-2340.0,-995.4987405541561,1875.156578077176,-790426.0,-1009.0,-10.065491183879093,5653.5106894303935,-7992.0,859.0,1
-39.272040302267,3671.0904182634818,-31182.0,-1414.0,-1003.5390428211587,1257.9680363351642,-796810.0,-1017.5,-0.12090680100755667,3605.890582198184,-96.0,426.0,1
-16.816120906801007,2013.5990818653158,-13352.0,-342.0,-997.2128463476071,1093.0928822459948,-791787.0,-895.0,11.945843828715365,1891.414588572645,9485.0,-51.0,1
-12.239294710327457,1296.5439337616094,-9718.0,-31.0,-988.9735516372796,892.3604503351213,-785245.0,-1075.0,6.988664987405541,1150.507200447895,5549.0,-46.0,1
5.394206549118388,837.7701108627105,4283.0,85.0,-996.977329974811,674.0316145345895,-791600.0,-1066.0,7.086901763224182,685.0178659536076,5627.0,29.0,1
-75.27959697732997,4110.492313786966,-59772.0,-146.0,-871.5579345088162,3551.0221336949157,-692017.0,-1020.0,-23.38287153652393,4740.990483932155,-18566.0,142.0,1
-324.4874055415617,7177.122035973828,-257643.0,-1960.0,-559.0793450881612,6223.518999444404,-443909.0,-641.0,-28.251889168765743,7107.92927011667,-22432.0,1463.5,1
-558.2292191435769,7490.278679323253,-443234.0,-2122.5,-301.74433249370276,5599.248068674195,-239585.0,-612.0,28.56045340050378,7133.526544628777,22677.0,1429.0,1
-559.2632241813602,7843.510251912818,-444055.0,-1802.0,-428.4962216624685,5487.953816328052,-340226.0,-768.5,57.58060453400504,7435.014499955866,45719.0,1418.5,1
-613.5088161209068,7817.132780856505,-487126.0,-1721.0,-571.8450881612091,5321.759576597243,-454045.0,-425.0,58.75566750629723,7443.892200848667,46652.0,1442.0,1
-717.9017632241813,7720.670802937793,-570014.0,-1794.5,-667.5352644836272,5262.7414103269875,-530023.0,-238.0,36.122166246851386,7249.480863193806,28681.0,1796.0,1
-663.5931989924434,7350.335136915363,-526893.0,-2118.5,-832.3387909319899,5266.5833992224025,-660877.0,-348.5,23.740554156171285,7170.059523422743,18850.0,2130.0,1
-499.66750629722924,7487.2000800948,-396736.0,-2099.0,-877.683879093199,5123.465107794377,-696881.0,-521.5,40.114609571788414,7126.7366656380655,31851.0,2245.5,1
-524.1209068010075,7645.1381575588675,-416152.0,-2101.0,-893.5465994962217,5105.046378642467,-709476.0,-1031.0,32.659949622166245,6958.019961588158,25932.0,2276.5,1
-463.79722921914356,7771.486279608368,-368255.0,-2019.0,-927.1775818639799,5196.344155757061,-736179.0,-1097.5,60.630982367758186,7165.35919983398,48141.0,2498.0,1
-468.40302267002517,7781.355087970567,-371912.0,-2300.0,-1005.7191435768262,4991.29632831345,-798541.0,-850.5,18.77329974811083,7102.92688611892,14906.0,2478.5,1
-314.6889168765743,8378.662781750627,-249863.0,-160.5,-1082.904282115869,4410.664770866773,-859826.0,-989.0,-25.97984886649874,7877.944839065668,-20628.0,952.0,1
119.76448362720403,9866.982947586752,95093.0,1287.0,-958.0969773299748,3752.1713652248814,-760729.0,-586.0,-23.84382871536524,9038.671068904274,-18932.0,-967.5,1
215.54282115869017,9821.426564107373,171141.0,1535.5,-968.6146095717884,3431.7751508645583,-769080.0,-932.5,-72.17884130982368,8805.832125397728,-57310.0,-1960.0,1
107.43073047858942,8782.69274049162,85300.0,1657.0,-990.7783375314862,3311.230001039244,-786678.0,-1010.0,-18.04911838790932,7761.922225967787,-14331.0,-2013.0,1
106.30226700251889,7865.145301242334,84404.0,1576.5,-942.9823677581863,3705.413828650592,-748728.0,-923.5,23.8551637279597,6929.52360575411,18941.0,-2281.5,1
-94.12972292191436,7114.683977551421,-74739.0,1284.0,-996.1385390428212,4022.1641892326957,-790934.0,-1066.5,-14.769521410579346,6066.708821749822,-11727.0,-2446.0,1
-133.8463476070529,6737.055158479217,-106274.0,1337.5,-1008.743073047859,4155.049173448997,-800942.0,-1059.5,3.6788413098236776,6097.747560191724,2921.0,-2640.5,1
-120.32745591939546,6865.898631735169,-95540.0,1410.0,-1034.5415617128463,4468.437104320613,-821426.0,-1004.0,7.530226700251889,6111.656550014891,5979.0,-2332.0,1
-165.90554156171285,6820.096923452835,-131729.0,1577.0,-1092.7103274559195,4318.936824385509,-867612.0,-954.0,-17.77329974811083,6620.636772252792,-14112.0,-2533.0,1
-107.36649874055415,6738.633534491066,-85249.0,1859.0,-1087.3564231738035,4355.012941162762,-863361.0,-1179.0,28.02896725440806,6668.337579265074,22255.0,-2514.5,1
-176.40428211586902,6685.757671226765,-140065.0,1690.0,-1030.8287153652393,4175.307649817505,-818478.0,-1165.5,7.952141057934509,6703.210100366931,6314.0,-2919.0,1
-112.42317380352645,6360.971954748472,-89264.0,1701.5,-1118.874055415617,3733.5975063910623,-888386.0,-1405.0,24.44962216624685,6371.034157629816,19413.0,-2344.0,1
-168.54156171284635,6515.471239619648,-133822.0,1777.5,-1037.8803526448362,3076.645536934888,-824077.0,-1588.5,27.731738035264485,6876.456017765441,22019.0,-988.0,1
-170.19899244332493,6903.604654557665,-135138.0,1379.0,-1025.9584382871537,2692.209527649602,-814611.0,-1362.0,-21.8992443324937,7535.733395345441,-17388.0,-111.5,1
-17.357682619647356,7111.558808484242,-13782.0,1431.5,-1017.4030226700252,2646.202545253835,-807818.0,-1183.5,-16.8992443324937,7878.969026815802,-13418.0,-459.0,1
-96.73803526448363,6504.34023680769,-76810.0,1725.0,-1020.5365239294711,2240.5024109603855,-810306.0,-960.0,-40.96221662468514,7214.029723114918,-32524.0,-363.5,1
-105.29974811083123,4979.596180098076,-83608.0,1784.5,-992.7481108312343,1764.55844803948,-788242.0,-851.5,-18.089420654911837,5449.369943409984,-14363.0,-551.0,1
-44.90050377833753,3472.7390527578596,-35651.0,686.0,-999.352644836272,1665.0462290404048,-793486.0,-823.0,6.585642317380352,3565.9594880213854,5229.0,-603.0,1
-43.59823677581864,3095.548781037868,-34617.0,558.0,-1009.4105793450882,2141.8307186677757,-801472.0,-913.0,-1.5113350125944585,3170.5031895033117,-1200.0,248.5,1
-165.58942065491183,4917.025122282173,-131478.0,-1388.0,-1009.5617128463476,4163.473238676499,-801592.0,-989.0,-15.622166246851386,5678.541323436827,-12404.0,394.0,1
-265.95465994962217,6265.173406122658,-211168.0,-1376.0,-964.0201511335013,4114.543164165686,-765432.0,-1168.0,-11.287153652392947,6205.852768010263,-8962.0,518.5,1
-293.2166246851385,6561.257943157421,-232814.0,-1201.0,-894.1738035264484,4573.589531543636,-709974.0,-1456.5,-88.86397984886649,6425.9462941006295,-70558.0,1470.5,1
-133.54156171284635,6564.614795728933,-106032.0,-997.0,-816.8110831234256,4283.721058026439,-648548.0,-1342.5,-14.197732997481108,6069.184274706769,-11273.0,1641.0,1
-57.3287153652393,5929.4934687518935,-45519.0,-851.5,-1028.633501259446,3555.4173010422983,-816735.0,-1271.5,-40.06423173803527,5537.055753357863,-31811.0,2088.0,1
-57.023929471032744,5250.094721603363,-45277.0,-791.0,-1008.6385390428212,3358.5912481023033,-800859.0,-1197.0,-21.360201511335013,5172.624031692603,-16960.0,1979.5,1
-75.66876574307305,5225.463264171155,-60081.0,-637.0,-1031.22040302267,4081.9339815270605,-818789.0,-1214.5,-35.92947103274559,5096.379881509887,-28528.0,1755.0,1
-195.10453400503778,5464.032772284574,-154913.0,-419.0,-920.691435768262,4489.578306617521,-731029.0,-889.0,-28.34508816120907,5430.038531240029,-22506.0,1938.0,1
-452.0919395465995,6151.9352470662725,-358961.0,-1408.5,-860.3060453400503,4694.236135531516,-683083.0,-989.0,-38.98992443324937,6512.440404339597,-30958.0,2546.0,1
-467.34005037783373,6260.094978126585,-371068.0,-1174.5,-909.4105793450882,4540.772104677999,-722072.0,-989.0,-57.387909319899244,6499.919923701527,-45566.0,2584.0,1
-518.8299748110832,6400.515538824366,-411951.0,-1269.5,-955.5340050377833,4463.159488512759,-758694.0,-983.0,-73.41687657430731,6525.1995460700355,-58293.0,2487.0,1
-538.0793450881612,6310.748722424337,-427235.0,-1380.5,-941.2506297229219,4312.121085807913,-747353.0,-861.5,-31.437027707808564,6464.274314281471,-24961.0,2560.5,1
-728.4899244332494,6841.732398846562,-578421.0,-2636.5,-973.9231738035264,3624.895302973633,-773295.0,-493.0,-23.350125944584384,7201.143569918867,-18540.0,2681.5,1
-847.2921914357682,7294.732150691339,-672750.0,-4344.0,-1016.7481108312343,3246.127399160271,-807298.0,-663.0,21.683879093198993,7966.322238152642,17217.0,2407.5,1
-820.9030226700252,6774.5714988555255,-651797.0,-3851.0,-1013.9118387909319,3204.424717523538,-805046.0,-927.5,-58.984886649874056,7961.026110127193,-46834.0,2060.5,1
-285.7670025188917,5994.383746831845,-226899.0,-2677.5,-999.4017632241813,2166.612923947493,-793525.0,-1191.0,-36.285894206549116,6467.581425713718,-28811.0,861.5,1
-32.6926952141058,4025.6868869485925,-25958.0,-1511.0,-995.4534005037783,947.2789695350323,-790390.0,-1028.0,2.8904282115869018,3730.0591520801268,2295.0,452.0,1
-21.819899244332493,2140.1849654439266,-17325.0,-370.0,-990.580604534005,782.0008702591966,-786521.0,-961.0,9.210327455919396,1779.6160175954712,7313.0,84.0,1
-6.574307304785894,1366.859070158474,-5220.0,-73.0,-1003.6725440806046,735.3719039723406,-796916.0,-1055.0,-2.602015113350126,1140.1344029512081,-2066.0,-56.0,1
-1.4319899244332495,988.8604946940327,-1137.0,36.0,-987.8173803526448,712.5706004889263,-784327.0,-1076.0,9.005037783375315,861.9236557683491,7150.0,-7.0,1
-286.60831234256926,4544.069585732734,-227567.0,-160.0,-807.5869017632242,3566.1897587395624,-641224.0,-946.0,-9.308564231738035,5203.418820030526,-7391.0,175.0,1
-729.6964735516373,6582.367035533596,-579379.0,-1616.0,-364.46851385390426,5548.608450989035,-289388.0,-425.0,165.72040302267,7277.153066377494,131582.0,1498.0,1
-859.8664987405541,7396.7307433483775,-682734.0,-1910.5,-388.5037783375315,5381.5992396688525,-308472.0,-669.0,210.7531486146096,7626.793006943719,167338.0,1312.0,1
-921.7392947103275,7725.221211590812,-731861.0,-1636.5,-508.7707808564232,5364.52068449535,-403964.0,-612.0,53.72040302267003,7620.280563982383,42654.0,966.0,1
-922.243073047859,7719.997409006394,-732261.0,-1461.5,-649.1209068010075,5332.115787115301,-515402.0,-612.0,55.1183879093199,7235.397609743809,43764.0,1220.5,1
-650.5,7989.0415298441,-516497.0,-980.5,-758.301007556675,5245.502328640414,-602091.0,-574.0,21.030226700251887,7227.252377090626,16698.0,1280.0,1
-605.9508816120907,8110.757069998466,-481125.0,-1371.0,-837.4785894206549,5306.820298671413,-664958.0,-609.5,28.02770780856423,7266.534574198399,22254.0,1596.0,1
-505.1221662468514,7909.221055282494,-401067.0,-1466.5,-959.5390428211587,4907.63414097379,-761874.0,-877.0,-13.442065491183879,7012.691896238562,-10673.0,1736.0,1
-519.9571788413098,7925.161248696217,-412846.0,-1443.0,-970.3287153652393,4932.192339380353,-770441.0,-1288.0,20.18765743073048,7004.458361249316,16029.0,1560.0,1
-557.6221662468514,8083.43234242826,-442752.0,-1545.5,-1059.2745591939547,4882.926586392993,-841064.0,-1381.5,-21.084382871536523,6931.213748283658,-16741.0,1801.0,1
-607.0730478589421,7790.689019557206,-482016.0,-1625.5,-1033.6952141057934,4592.816055740597,-820754.0,-1595.0,-16.698992443324936,6708.83831860587,-13259.0,1973.0,1
-540.528967254408,8823.579965187613,-429180.0,53.0,-1093.8362720403022,4321.261670170817,-868506.0,-748.5,-39.467254408060455,8070.272322009053,-31337.0,413.0,1
127.7191435768262,10111.495044540858,101409.0,1123.5,-996.551637279597,3581.1609487301457,-791262.0,-497.5,-13.444584382871536,9087.395181261001,-10675.0,-1936.5,1
197.3589420654912,9737.248420648635,156703.0,835.0,-971.6712846347607,3393.388570652002,-771507.0,-890.0,-55.79471032745592,8526.340017868151,-44301.0,-2422.0,1
151.94458438287154,8891.008441205702,120644.0,1098.5,-965.7972292191436,3407.493801240205,-766843.0,-1065.0,-16.824937027707808,7246.421034146363,-13359.0,-2818.5,1
127.00251889168766,8146.3584601591165,100840.0,1136.5,-953.6801007556675,3979.6407153010946,-757222.0,-1121.5,33.79345088161209,6285.371554166812,26832.0,-2425.0,1
0.011335012594458438,7724.777454721005,9.0,864.0,-1025.2254408060453,4099.254945782795,-814029.0,-1237.0,9.117128463476071,5971.6280556005095,7239.0,-2536.0,1
-84.87531486146096,7290.193160063856,-67391.0,1046.0,-1005.7695214105794,4273.0304972341455,-798581.0,-1160.0,4.162468513853904,5441.613398002331,3305.0,-2039.0,1
-43.82367758186398,7199.688563331895,-34796.0,1474.5,-1004.8022670025189,4489.766684939243,-797813.0,-1219.5,19.811083123425693,5883.3978470404745,15730.0,-2239.0,1
-185.8287153652393,7292.089047509201,-147548.0,1427.5,-1058.329974811083,4541.4607495447135,-840314.0,-986.0,12.478589420654911,6050.736313841638,9908.0,-2259.0,1
-147.82493702770782,7221.455452035481,-117373.0,1277.0,-1097.4282115869019,4491.3592710222265,-871358.0,-1389.5,-5.835012594458438,6034.192920014064,-4633.0,-2459.0,1
