method,roc_auc,pr_auc,new_mean_score,wear_mean_score,wear_minus_new_mean
force_only,1.0,1.0,-0.032123693401134225,28389.89031020744,28389.92243390084
punch_patchcore_only,0.9299266914291308,0.8733809066154158,-0.07311567637250699,1.9825332636126842,2.055648939985191
sheet_patchcore_only,0.9964195743672435,0.9967800148188415,1.4612704077328537e-16,4.9169859243118825,4.9169859243118825
force_plus_sheet,1.0,1.0,-0.01606184670056703,14197.403648065878,14197.419709912578
force_plus_punch,1.0,1.0,-0.0526196848868206,14195.936421735525,14195.989041420411
force_plus_punch_plus_sheet,1.0,1.0,-0.03507978992454702,9465.596609798456,9465.631689588381
punch_plus_sheet,0.9980011436755258,0.998190526825108,-0.03655783818625342,3.4497595939622827,3.486317432148536
